THEFT_ID,ART_DES_FAHRRADS,SCHADENSHOEHE,TATZEIT_ANFANG_DATUM,TATZEIT_ANFANG_STUNDE,TATZEIT_ENDE_DATUM,TATZEIT_ENDE_STUNDE,LOR
13693,Damenfahrrad,1099,08.10.2022,14,08.10.2022,16,9100101
13694,Fahrrad,2800,08.10.2022,15,08.10.2022,15,3500934
13695,Fahrrad,343,08.10.2022,18,08.10.2022,20,9100101
13696,Herrenfahrrad,790,07.10.2022,22,08.10.2022,6,6100208
13697,Kinderfahrrad,530,07.10.2022,7,07.10.2022,15,3601453
13698,Herrenfahrrad,679,04.10.2022,15,06.10.2022,19,1401048
13699,Damenfahrrad,150,07.10.2022,14,08.10.2022,14,9100409
13700,Damenfahrrad,712,07.10.2022,15,08.10.2022,16,2500833
13701,Damenfahrrad,660,07.10.2022,8,08.10.2022,2,4500936
13702,Kinderfahrrad,410,15.08.2022,16,18.08.2022,16,4501152
13703,Herrenfahrrad,1188,06.10.2022,20,06.10.2022,22,11400927
13704,Herrenfahrrad,230,06.10.2022,4,06.10.2022,4,3400830
13705,Fahrrad,200,09.07.2022,14,10.07.2022,8,4300624
13706,Damenfahrrad,1394,05.10.2022,18,07.10.2022,8,4300621
13707,Fahrrad,2850,06.10.2022,13,07.10.2022,11,4300621
13708,Fahrrad,8583,06.10.2022,18,06.10.2022,18,9300923
13709,Herrenfahrrad,200,06.10.2022,22,07.10.2022,10,2500833
13710,Kinderfahrrad,263,06.10.2022,22,07.10.2022,7,2500834
13711,Herrenfahrrad,600,05.10.2022,9,05.10.2022,22,9100101
13712,Damenfahrrad,1,04.10.2022,12,06.10.2022,15,3200310
13713,Herrenfahrrad,4999,06.10.2022,20,07.10.2022,15,1200623
13714,Herrenfahrrad,2500,07.10.2022,8,07.10.2022,12,3100102
13715,Fahrrad,100,06.10.2022,18,07.10.2022,7,4200311
13716,Herrenfahrrad,1500,07.10.2022,11,07.10.2022,14,5200629
13717,Damenfahrrad,599,05.10.2022,21,06.10.2022,7,3400618
13718,Herrenfahrrad,120,05.10.2022,18,06.10.2022,7,11300826
13719,Herrenfahrrad,329,04.10.2022,18,04.10.2022,18,9100407
13720,Damenfahrrad,1500,03.10.2022,17,06.10.2022,7,4501041
13721,diverse Fahrräder,3189,06.10.2022,8,06.10.2022,22,1400942
13722,Herrenfahrrad,1999,06.10.2022,19,06.10.2022,23,8100208
13723,Herrenfahrrad,200,07.10.2022,7,07.10.2022,8,12100103
13724,Damenfahrrad,900,05.10.2022,17,06.10.2022,18,4500937
13725,Damenfahrrad,100,26.09.2022,7,27.09.2022,14,9301025
13726,Kinderfahrrad,499,04.10.2022,7,04.10.2022,14,3601449
13727,Fahrrad,508,06.10.2022,17,06.10.2022,21,5200629
13728,Kinderfahrrad,200,06.10.2022,13,06.10.2022,18,1401049
13729,Herrenfahrrad,2100,07.10.2022,20,07.10.2022,22,3701555
13730,Herrenfahrrad,398,06.10.2022,15,06.10.2022,15,9100304
13731,Herrenfahrrad,280,03.10.2022,11,03.10.2022,16,9100202
13732,Damenfahrrad,300,05.10.2022,17,06.10.2022,20,3601453
13733,Fahrrad,449,07.10.2022,9,07.10.2022,9,2500835
13734,Damenfahrrad,449,07.10.2022,8,07.10.2022,16,6300526
13735,Herrenfahrrad,1200,05.10.2022,18,06.10.2022,9,8100208
13736,Damenfahrrad,300,06.10.2022,17,06.10.2022,22,7300516
13737,Damenfahrrad,499,05.10.2022,16,06.10.2022,15,4200311
13738,Herrenfahrrad,3099,06.10.2022,8,06.10.2022,22,1400942
13739,Fahrrad,1649,06.10.2022,11,07.10.2022,9,12200309
13740,Damenfahrrad,999,06.10.2022,9,06.10.2022,18,1200623
13741,Fahrrad,2549,04.10.2022,0,06.10.2022,20,8100417
13742,Herrenfahrrad,2300,06.10.2022,23,07.10.2022,9,1401043
13743,Herrenfahrrad,1600,06.10.2022,9,06.10.2022,18,8100417
13744,Herrenfahrrad,4844,04.10.2022,19,07.10.2022,8,3701554
13745,Herrenfahrrad,1300,06.10.2022,14,06.10.2022,23,1100414
13746,Mountainbike,250,05.10.2022,23,05.10.2022,23,1401044
13747,Fahrrad,1000,07.10.2022,7,07.10.2022,16,11401137
13748,Herrenfahrrad,340,04.10.2022,11,07.10.2022,11,7200308
13749,Herrenfahrrad,1899,07.10.2022,18,07.10.2022,19,6200313
13750,Kinderfahrrad,739,02.10.2022,14,02.10.2022,18,4500936
13751,Damenfahrrad,400,07.10.2022,7,07.10.2022,7,3200207
13752,Herrenfahrrad,599,06.10.2022,18,07.10.2022,9,10100209
13753,Damenfahrrad,500,07.10.2022,9,07.10.2022,10,10300734
13754,Herrenfahrrad,1110,01.10.2022,12,01.10.2022,21,4100101
13755,Damenfahrrad,100,07.10.2022,10,07.10.2022,11,3100103
13756,Herrenfahrrad,200,05.10.2022,13,05.10.2022,13,1400942
13757,Damenfahrrad,4079,07.10.2022,13,07.10.2022,13,4400830
13758,Mountainbike,557,07.10.2022,7,07.10.2022,16,3400725
13759,Fahrrad,550,22.09.2022,8,23.09.2022,8,3601348
13760,Herrenfahrrad,1540,06.10.2022,13,07.10.2022,9,11400929
13761,Herrenfahrrad,150,01.08.2022,0,01.08.2022,0,9401431
13762,Damenfahrrad,1000,05.10.2022,18,07.10.2022,8,2200207
13763,Damenfahrrad,700,06.10.2022,22,07.10.2022,8,1401048
13764,Damenfahrrad,500,06.10.2022,9,06.10.2022,17,6200420
13765,Herrenfahrrad,628,07.10.2022,8,07.10.2022,15,12400722
13766,Herrenfahrrad,415,16.09.2022,23,17.09.2022,4,4300621
13767,Herrenfahrrad,1184,06.10.2022,22,07.10.2022,1,3601347
13768,Herrenfahrrad,2600,06.10.2022,19,06.10.2022,21,2300315
13769,Herrenfahrrad,874,06.10.2022,16,06.10.2022,21,2200209
13770,Rennrad,450,06.10.2022,22,06.10.2022,22,2300419
13771,Damenfahrrad,1277,27.09.2022,23,28.09.2022,9,7200414
13772,Herrenfahrrad,500,05.10.2022,18,06.10.2022,7,6200312
13773,Herrenfahrrad,548,05.10.2022,7,05.10.2022,16,3300516
13774,Fahrrad,100,24.09.2022,19,25.09.2022,10,2300315
13775,Herrenfahrrad,400,06.10.2022,0,07.10.2022,15,1401048
13776,Mountainbike,2350,04.10.2022,17,07.10.2022,6,5100210
13777,Herrenfahrrad,1399,07.10.2022,8,07.10.2022,18,2400625
13778,Herrenfahrrad,1000,04.10.2022,10,04.10.2022,14,2300314
13779,Mountainbike,150,07.10.2022,15,07.10.2022,15,1100309
13780,Herrenfahrrad,829,05.10.2022,23,06.10.2022,20,1100207
13781,Herrenfahrrad,1399,07.10.2022,12,07.10.2022,14,1100311
13782,Herrenfahrrad,400,02.10.2022,21,02.10.2022,22,3601453
13783,Damenfahrrad,1355,06.10.2022,13,07.10.2022,5,11400929
13784,Damenfahrrad,799,07.10.2022,7,07.10.2022,13,3200207
13785,Fahrrad,330,06.10.2022,16,06.10.2022,22,10400938
13786,Damenfahrrad,799,06.10.2022,20,07.10.2022,6,11100307
13787,Herrenfahrrad,400,06.10.2022,11,07.10.2022,8,3601141
13788,Mountainbike,260,05.10.2022,20,06.10.2022,15,4300624
13789,Fahrrad,830,01.10.2022,21,02.10.2022,6,12500926
13790,Damenfahrrad,850,06.10.2022,18,07.10.2022,13,5300736
13791,Damenfahrrad,699,05.10.2022,14,05.10.2022,15,6100103
13792,Herrenfahrrad,850,04.10.2022,18,05.10.2022,20,5200631
13793,Herrenfahrrad,350,04.10.2022,19,05.10.2022,7,2200212
13794,Herrenfahrrad,700,05.10.2022,18,06.10.2022,7,1100415
13795,Herrenfahrrad,600,05.10.2022,20,06.10.2022,7,10400835
13796,Herrenfahrrad,2000,28.09.2022,13,28.09.2022,13,1400942
13797,Herrenfahrrad,1000,07.09.2022,7,07.09.2022,7,2500727
13798,Damenfahrrad,300,05.10.2022,11,06.10.2022,13,1300730
13799,Herrenfahrrad,300,05.10.2022,19,06.10.2022,8,3400826
13800,Fahrrad,1050,05.10.2022,6,06.10.2022,12,7400720
13801,Damenfahrrad,2200,04.10.2022,19,05.10.2022,16,7200308
13802,Damenfahrrad,650,06.10.2022,7,06.10.2022,14,9200715
13803,Herrenfahrrad,3250,05.10.2022,15,06.10.2022,8,2500834
13804,Damenfahrrad,329,05.10.2022,10,06.10.2022,9,5400943
13805,Fahrrad,799,04.10.2022,9,06.10.2022,15,3400721
13806,Damenfahrrad,704,04.10.2022,17,05.10.2022,17,8401138
13807,Damenfahrrad,840,06.10.2022,8,06.10.2022,16,2200210
13808,Fahrrad,0,05.05.2022,0,05.05.2022,0,2300314
13809,Herrenfahrrad,1300,06.10.2022,10,06.10.2022,11,1401048
13810,Damenfahrrad,999,06.10.2022,7,06.10.2022,8,1100205
13811,Herrenfahrrad,2800,06.10.2022,19,06.10.2022,19,2200210
13812,Herrenfahrrad,3300,06.10.2022,9,06.10.2022,11,1401048
13813,Herrenfahrrad,50,06.10.2022,21,06.10.2022,21,7601544
13814,Herrenfahrrad,664,23.09.2022,14,26.09.2022,7,7200413
13815,Fahrrad,2149,05.10.2022,20,05.10.2022,20,11400927
13816,Herrenfahrrad,950,05.10.2022,15,06.10.2022,0,2400624
13817,Fahrrad,1884,05.10.2022,9,06.10.2022,15,6400735
13818,Fahrrad,900,05.10.2022,23,06.10.2022,9,6400735
13819,Rennrad,898,05.10.2022,8,05.10.2022,18,1401048
13820,Herrenfahrrad,400,06.10.2022,9,06.10.2022,13,5200629
13821,Damenfahrrad,200,05.10.2022,8,05.10.2022,10,10300734
13822,Herrenfahrrad,800,01.10.2022,13,02.10.2022,14,7300516
13823,Herrenfahrrad,1300,05.10.2022,16,06.10.2022,17,3701658
13824,Damenfahrrad,3775,06.10.2022,6,06.10.2022,15,8401244
13825,Herrenfahrrad,1700,06.10.2022,19,06.10.2022,19,5200629
13826,Herrenfahrrad,559,05.10.2022,7,05.10.2022,21,11501340
13827,Herrenfahrrad,1364,05.10.2022,18,05.10.2022,19,11200513
13828,Herrenfahrrad,900,04.10.2022,5,04.10.2022,16,5300737
13829,Herrenfahrrad,424,06.10.2022,16,06.10.2022,20,5100211
13830,Herrenfahrrad,580,04.10.2022,18,04.10.2022,21,2400625
13831,Damenfahrrad,650,06.10.2022,16,06.10.2022,19,2500726
13832,Herrenfahrrad,930,05.10.2022,14,05.10.2022,16,2500834
13833,Mountainbike,320,05.10.2022,22,06.10.2022,0,2200210
13834,Damenfahrrad,550,05.10.2022,18,06.10.2022,8,6400737
13835,Damenfahrrad,949,05.10.2022,10,06.10.2022,11,1100205
13836,Herrenfahrrad,4000,06.10.2022,0,06.10.2022,8,6400737
13837,Herrenfahrrad,505,30.09.2022,18,01.10.2022,14,8100416
13838,Damenfahrrad,1290,06.10.2022,0,06.10.2022,13,1401048
13839,diverse Fahrräder,8423,04.10.2022,18,06.10.2022,11,9100408
13840,Damenfahrrad,800,04.10.2022,21,05.10.2022,1,8100312
13841,Fahrrad,500,06.10.2022,15,06.10.2022,16,2500834
13842,Herrenfahrrad,718,28.09.2022,18,29.09.2022,9,3601243
13843,Fahrrad,1224,06.10.2022,6,06.10.2022,10,11400928
13844,Kinderfahrrad,249,29.09.2022,19,30.09.2022,7,6300528
13845,Herrenfahrrad,1500,06.10.2022,15,06.10.2022,15,1100310
13846,Herrenfahrrad,852,06.10.2022,9,06.10.2022,15,11501341
13847,Herrenfahrrad,433,30.09.2022,17,30.09.2022,20,3300412
13848,Herrenfahrrad,2599,05.10.2022,13,06.10.2022,22,8200624
13849,Herrenfahrrad,646,04.10.2022,18,06.10.2022,9,3701660
13850,Herrenfahrrad,1399,05.10.2022,20,06.10.2022,8,2200207
13851,Herrenfahrrad,4199,03.10.2022,21,04.10.2022,10,2500830
13852,Fahrrad,300,02.10.2022,16,03.10.2022,14,1100414
13853,Fahrrad,0,05.10.2022,23,06.10.2022,0,2300419
13854,Damenfahrrad,543,29.09.2022,9,29.09.2022,19,1200626
13855,Mountainbike,1200,04.10.2022,7,05.10.2022,7,9100304
13856,Herrenfahrrad,1700,05.10.2022,21,05.10.2022,22,11400927
13857,Damenfahrrad,649,04.10.2022,12,05.10.2022,22,1401048
13858,Herrenfahrrad,454,04.10.2022,7,04.10.2022,21,11100308
13859,Herrenfahrrad,819,05.10.2022,7,05.10.2022,18,9501838
13860,Fahrrad,1500,04.10.2022,23,04.10.2022,23,1100103
13861,Rennrad,2600,06.10.2022,19,06.10.2022,19,6300528
13862,Herrenfahrrad,299,05.10.2022,17,06.10.2022,17,10300733
13863,Herrenfahrrad,1279,04.10.2022,18,05.10.2022,9,8100417
13864,Mountainbike,2241,04.10.2022,15,05.10.2022,9,3200310
13865,Damenfahrrad,235,03.10.2022,11,05.10.2022,9,2400623
13866,Fahrrad,1200,04.10.2022,21,04.10.2022,21,1401047
13867,Damenfahrrad,3284,04.10.2022,14,05.10.2022,10,9200716
13868,Damenfahrrad,1300,04.10.2022,12,04.10.2022,15,10300731
13869,Fahrrad,350,04.10.2022,18,04.10.2022,18,5100101
13870,Herrenfahrrad,4739,01.10.2022,19,01.10.2022,20,1401047
13871,Damenfahrrad,2900,05.10.2022,15,05.10.2022,16,5200629
13872,Fahrrad,300,06.09.2022,17,06.09.2022,23,2100103
13873,Damenfahrrad,500,02.10.2022,2,03.10.2022,16,2200209
13874,Mountainbike,850,03.10.2022,20,04.10.2022,8,1300835
13875,Herrenfahrrad,888,31.05.2022,20,02.06.2022,8,2500831
13876,Herrenfahrrad,1638,05.10.2022,7,05.10.2022,15,1401048
13877,Herrenfahrrad,1900,05.10.2022,18,05.10.2022,19,1100312
13878,Herrenfahrrad,600,04.10.2022,18,05.10.2022,16,9501941
13879,Herrenfahrrad,879,03.10.2022,18,03.10.2022,20,7300516
13880,Kinderfahrrad,550,04.10.2022,7,04.10.2022,15,4300416
13881,Fahrrad,100,01.10.2022,22,01.10.2022,22,4300623
13882,Mountainbike,629,04.10.2022,17,05.10.2022,8,9200715
13883,Fahrrad,200,05.10.2022,0,05.10.2022,0,1100104
13884,Fahrrad,2249,26.09.2022,9,26.09.2022,10,1100311
13885,Herrenfahrrad,688,04.10.2022,6,04.10.2022,17,5100316
13886,Damenfahrrad,1260,04.10.2022,11,04.10.2022,19,3500934
13887,Fahrrad,100,01.10.2022,21,01.10.2022,21,4300622
13888,Herrenfahrrad,449,04.10.2022,18,05.10.2022,10,9100305
13889,Damenfahrrad,1300,05.10.2022,8,05.10.2022,14,1100104
13890,Fahrrad,1232,04.10.2022,15,05.10.2022,9,3200310
13891,diverse Fahrräder,580,02.10.2022,23,04.10.2022,18,9200510
13892,Fahrrad,169,04.10.2022,18,05.10.2022,7,4400832
13893,Herrenfahrrad,400,05.10.2022,14,05.10.2022,22,1300836
13894,Damenfahrrad,400,02.10.2022,14,02.10.2022,22,3100103
13895,Herrenfahrrad,1000,03.10.2022,18,03.10.2022,20,7300516
13896,Herrenfahrrad,775,05.10.2022,15,05.10.2022,17,1100311
13897,Herrenfahrrad,700,05.10.2022,18,05.10.2022,19,2500729
13898,Damenfahrrad,10,25.09.2022,16,25.09.2022,16,5100316
13899,Damenfahrrad,476,05.10.2022,7,05.10.2022,15,3400620
13900,Herrenfahrrad,1682,05.10.2022,18,05.10.2022,20,2100101
13901,Damenfahrrad,1195,05.10.2022,14,05.10.2022,21,11400927
13902,Kinderfahrrad,1055,05.10.2022,17,05.10.2022,19,2500727
13903,Herrenfahrrad,100,01.10.2022,17,03.10.2022,14,2300418
13904,Damenfahrrad,180,23.09.2022,19,24.09.2022,0,12500930
13905,Rennrad,780,04.10.2022,21,04.10.2022,23,3601142
13906,diverse Fahrräder,3699,04.10.2022,23,05.10.2022,7,12500926
13907,Mountainbike,850,30.09.2022,15,03.10.2022,12,1300836
13908,Damenfahrrad,358,04.10.2022,22,05.10.2022,11,11200411
13909,Damenfahrrad,598,05.10.2022,11,05.10.2022,12,4300623
13910,Damenfahrrad,150,05.10.2022,1,05.10.2022,13,11401033
13911,Mountainbike,97,04.10.2022,15,05.10.2022,12,1200629
13912,Kinderfahrrad,388,05.10.2022,10,05.10.2022,16,7100204
13913,Damenfahrrad,3288,05.10.2022,13,05.10.2022,14,4400830
13914,Fahrrad,3000,05.10.2022,15,05.10.2022,18,4400727
13915,Herrenfahrrad,2099,04.10.2022,20,05.10.2022,9,3701659
13916,Herrenfahrrad,350,03.10.2022,20,05.10.2022,8,5300839
13917,Herrenfahrrad,2148,02.10.2022,17,03.10.2022,8,7300516
13918,Damenfahrrad,1200,05.10.2022,10,05.10.2022,10,10300733
13919,Damenfahrrad,2818,04.10.2022,8,04.10.2022,17,6400839
13920,Kinderfahrrad,386,05.10.2022,9,05.10.2022,15,2400522
13921,Herrenfahrrad,270,05.10.2022,7,05.10.2022,19,11400929
13922,Herrenfahrrad,500,04.10.2022,17,04.10.2022,19,1200522
13923,Damenfahrrad,3370,04.10.2022,22,05.10.2022,9,3701658
13924,Herrenfahrrad,700,27.09.2022,0,27.09.2022,23,8100207
13925,Herrenfahrrad,1750,04.10.2022,19,04.10.2022,23,1401044
13926,Fahrrad,150,05.10.2022,14,05.10.2022,14,4200205
13927,Damenfahrrad,859,04.10.2022,18,05.10.2022,6,1300836
13928,Damenfahrrad,688,03.10.2022,13,04.10.2022,14,12400723
13929,Kinderfahrrad,460,04.10.2022,11,04.10.2022,17,6300634
13930,Herrenfahrrad,2890,03.10.2022,22,04.10.2022,8,2100103
13931,Herrenfahrrad,859,04.10.2022,20,05.10.2022,7,1200629
13932,Herrenfahrrad,935,04.10.2022,18,05.10.2022,11,7200409
13933,Damenfahrrad,500,05.10.2022,8,05.10.2022,17,1401044
13934,Damenfahrrad,699,05.10.2022,5,05.10.2022,16,10300734
13935,Fahrrad,318,05.10.2022,10,05.10.2022,20,1100313
13936,Herrenfahrrad,580,03.10.2022,18,05.10.2022,8,8100416
13937,Herrenfahrrad,250,01.10.2022,17,03.10.2022,14,2300418
13938,Herrenfahrrad,570,26.09.2022,7,27.09.2022,16,7200414
13939,Herrenfahrrad,1800,04.10.2022,23,05.10.2022,7,12500926
13940,Kinderfahrrad,342,04.10.2022,8,05.10.2022,14,1401044
13941,Herrenfahrrad,348,03.10.2022,16,04.10.2022,8,1401044
13942,Herrenfahrrad,1599,04.10.2022,0,04.10.2022,0,1401049
13943,Fahrrad,1779,28.09.2022,12,01.10.2022,12,1200625
13944,diverse Fahrräder,1248,03.10.2022,20,04.10.2022,7,5300735
13945,Herrenfahrrad,150,04.10.2022,12,04.10.2022,13,2400625
13946,Fahrrad,2456,03.10.2022,19,04.10.2022,8,6300528
13947,Damenfahrrad,300,02.10.2022,19,02.10.2022,20,8100418
13948,Herrenfahrrad,1648,02.10.2022,19,02.10.2022,20,1400939
13949,Damenfahrrad,1250,02.10.2022,14,04.10.2022,16,7300517
13950,Damenfahrrad,250,03.10.2022,19,04.10.2022,7,11200513
13951,Mountainbike,400,03.10.2022,19,04.10.2022,6,6100208
13952,Damenfahrrad,278,03.10.2022,16,03.10.2022,17,1100313
13953,Damenfahrrad,429,02.10.2022,18,04.10.2022,14,3601449
13954,Herrenfahrrad,150,04.10.2022,17,04.10.2022,17,2300418
13955,Herrenfahrrad,1399,03.10.2022,14,04.10.2022,13,11300722
13956,Damenfahrrad,75,01.10.2022,10,03.10.2022,20,8100416
13957,Fahrrad,300,02.10.2022,9,02.10.2022,13,9501838
13958,Herrenfahrrad,500,02.08.2022,10,02.08.2022,18,1300836
13959,Damenfahrrad,359,26.09.2022,7,26.09.2022,18,6100209
13960,Herrenfahrrad,1599,01.10.2022,16,03.10.2022,14,2500729
13961,Damenfahrrad,919,30.09.2022,22,02.10.2022,11,6300630
13962,Herrenfahrrad,1300,04.10.2022,19,04.10.2022,20,7100102
13963,Herrenfahrrad,634,01.09.2022,9,01.09.2022,18,1400942
13964,Herrenfahrrad,770,29.09.2022,17,30.09.2022,7,5200631
13965,Herrenfahrrad,5700,04.10.2022,20,04.10.2022,21,5200629
13966,Damenfahrrad,924,03.10.2022,15,04.10.2022,10,8100207
13967,Fahrrad,529,02.10.2022,19,03.10.2022,11,8100310
13968,Herrenfahrrad,599,01.10.2022,21,01.10.2022,23,12500930
13969,Fahrrad,1800,03.10.2022,19,04.10.2022,7,3400620
13970,Fahrrad,1,04.10.2022,5,04.10.2022,5,2500833
13971,Damenfahrrad,400,30.08.2022,11,30.08.2022,14,9401329
13972,Damenfahrrad,849,01.10.2022,19,02.10.2022,2,9501838
13973,Mountainbike,230,03.10.2022,23,04.10.2022,8,10200525
13974,Damenfahrrad,380,03.10.2022,8,03.10.2022,12,4501146
13975,Damenfahrrad,559,24.09.2022,8,25.09.2022,16,8200727
13976,Damenfahrrad,1100,01.10.2022,16,04.10.2022,10,2200209
13977,Fahrrad,130,03.10.2022,11,04.10.2022,14,1100310
13978,Damenfahrrad,670,04.10.2022,9,04.10.2022,11,5200629
13979,Rennrad,360,03.10.2022,17,04.10.2022,7,4300416
13980,Damenfahrrad,120,02.10.2022,21,04.10.2022,13,11400930
13981,Damenfahrrad,2249,03.10.2022,14,04.10.2022,8,2500833
13982,Fahrrad,1499,03.10.2022,20,03.10.2022,22,2300417
13983,Herrenfahrrad,1278,30.09.2022,14,02.10.2022,19,2400522
13984,Damenfahrrad,1100,27.09.2022,17,28.09.2022,14,1200628
13985,Damenfahrrad,3702,04.10.2022,13,04.10.2022,13,6100103
13986,Mountainbike,400,04.10.2022,20,04.10.2022,21,7100205
13987,Herrenfahrrad,858,01.10.2022,21,02.10.2022,12,1200519
13988,Herrenfahrrad,1078,04.10.2022,7,04.10.2022,15,10400836
13989,Herrenfahrrad,150,03.10.2022,16,04.10.2022,12,4500939
13990,Fahrrad,2268,02.10.2022,17,04.10.2022,7,1401048
13991,Fahrrad,641,04.10.2022,6,04.10.2022,15,10400836
13992,Herrenfahrrad,1530,01.10.2022,11,04.10.2022,8,3701660
13993,Herrenfahrrad,2300,03.10.2022,7,04.10.2022,7,11300725
13994,Herrenfahrrad,2544,01.10.2022,11,01.10.2022,13,5200631
13995,Herrenfahrrad,1800,04.10.2022,14,04.10.2022,14,8200623
13996,diverse Fahrräder,3998,24.09.2022,18,24.09.2022,21,3601451
13997,Herrenfahrrad,3200,04.10.2022,8,04.10.2022,16,11300826
13998,Herrenfahrrad,3780,01.10.2022,17,01.10.2022,18,3601243
13999,Kinderfahrrad,419,01.10.2022,11,04.10.2022,7,3701658
14000,Herrenfahrrad,865,19.09.2022,18,21.09.2022,8,6100209
14001,Damenfahrrad,900,04.10.2022,17,04.10.2022,18,9100101
14002,Damenfahrrad,603,02.10.2022,12,04.10.2022,14,1300836
14003,Damenfahrrad,450,04.10.2022,7,04.10.2022,11,11300721
14004,Damenfahrrad,778,04.10.2022,15,04.10.2022,17,12601134
14005,Damenfahrrad,150,04.10.2022,17,04.10.2022,21,11100102
14006,Herrenfahrrad,729,03.10.2022,15,03.10.2022,18,1100102
14007,Damenfahrrad,578,27.09.2022,8,27.09.2022,19,12400721
14008,Herrenfahrrad,1000,04.10.2022,15,04.10.2022,18,1401048
14009,Herrenfahrrad,1500,04.10.2022,19,04.10.2022,22,2200208
14010,Herrenfahrrad,1849,03.10.2022,20,03.10.2022,22,7100204
14011,Damenfahrrad,298,30.09.2022,9,03.10.2022,9,4300623
14012,Fahrrad,946,31.07.2022,12,31.07.2022,12,7200412
14013,Herrenfahrrad,1019,30.09.2022,12,30.09.2022,15,5100208
14014,diverse Fahrräder,1829,02.10.2022,20,03.10.2022,18,3601453
14015,Herrenfahrrad,510,29.09.2022,22,30.09.2022,10,2100104
14016,Herrenfahrrad,864,01.10.2022,18,02.10.2022,12,2500831
14017,Damenfahrrad,600,01.10.2022,18,04.10.2022,7,3601347
14018,Fahrrad,3049,04.10.2022,6,04.10.2022,8,7300515
14019,Herrenfahrrad,500,02.10.2022,14,04.10.2022,18,1400937
14020,Fahrrad,500,02.10.2022,20,04.10.2022,9,1401049
14021,Damenfahrrad,4399,04.10.2022,8,04.10.2022,17,7400720
14022,Herrenfahrrad,400,01.10.2022,5,03.10.2022,17,2200209
14023,Fahrrad,1545,04.10.2022,16,04.10.2022,19,1300836
14024,Fahrrad,3350,04.10.2022,8,04.10.2022,20,4501153
14025,Herrenfahrrad,824,03.10.2022,17,04.10.2022,11,7100102
14026,Herrenfahrrad,255,02.10.2022,22,04.10.2022,7,7400720
14027,Herrenfahrrad,2700,03.10.2022,9,03.10.2022,18,4300622
14028,Mountainbike,280,04.10.2022,8,04.10.2022,16,9301025
14029,Kinderfahrrad,199,27.09.2022,19,28.09.2022,7,4300517
14030,diverse Fahrräder,4300,03.10.2022,9,03.10.2022,9,9200715
14031,Fahrrad,1000,03.10.2022,0,03.10.2022,0,3601347
14032,Damenfahrrad,200,02.10.2022,22,03.10.2022,10,3100103
14033,Herrenfahrrad,440,02.10.2022,13,03.10.2022,4,11401137
14034,Kinderfahrrad,280,26.09.2022,9,26.09.2022,16,1300731
14035,Herrenfahrrad,750,01.10.2022,3,01.10.2022,12,2300418
14036,Damenfahrrad,534,30.09.2022,20,03.10.2022,15,1401044
14037,Mountainbike,1279,02.10.2022,20,03.10.2022,13,7200409
14038,Herrenfahrrad,350,30.09.2022,17,02.10.2022,14,9200717
14039,Herrenfahrrad,4992,01.10.2022,8,01.10.2022,12,5300736
14040,Herrenfahrrad,1225,05.09.2022,18,05.09.2022,20,2100104
14041,Fahrrad,360,03.10.2022,10,03.10.2022,16,4400727
14042,Herrenfahrrad,540,30.09.2022,17,03.10.2022,13,3400830
14043,Fahrrad,525,02.10.2022,6,02.10.2022,16,1401048
14044,Herrenfahrrad,800,27.09.2022,14,27.09.2022,18,1401047
14045,Herrenfahrrad,1000,02.10.2022,19,03.10.2022,1,4501150
14046,Fahrrad,849,02.10.2022,6,02.10.2022,11,6300526
14047,Herrenfahrrad,300,28.09.2022,6,28.09.2022,21,3100103
14048,Kinderfahrrad,498,19.09.2022,7,19.09.2022,17,3100103
14049,Fahrrad,620,02.10.2022,18,03.10.2022,8,3701555
14050,Fahrrad,1360,02.10.2022,16,03.10.2022,12,2200208
14051,Mountainbike,619,01.10.2022,11,03.10.2022,10,4500938
14052,Herrenfahrrad,850,02.10.2022,10,03.10.2022,12,3601453
14053,diverse Fahrräder,800,03.10.2022,11,03.10.2022,11,4300517
14054,Herrenfahrrad,500,03.10.2022,12,03.10.2022,18,1300836
14055,Herrenfahrrad,1058,02.10.2022,19,03.10.2022,12,3400827
14056,Herrenfahrrad,65,29.09.2022,17,02.10.2022,14,2200208
14057,Fahrrad,1111,03.10.2022,11,03.10.2022,15,9200715
14058,Rennrad,150,03.10.2022,18,03.10.2022,18,12601134
14059,Herrenfahrrad,850,03.10.2022,17,03.10.2022,20,1400940
14060,Fahrrad,360,03.10.2022,10,03.10.2022,16,4400727
14061,Herrenfahrrad,299,01.10.2022,10,02.10.2022,10,1401043
14062,Herrenfahrrad,772,01.10.2022,18,03.10.2022,11,10300732
14063,Kinderfahrrad,219,03.10.2022,5,03.10.2022,10,3100103
14064,Damenfahrrad,1799,28.09.2022,9,28.09.2022,18,7300619
14065,Kinderfahrrad,569,02.10.2022,22,02.10.2022,22,11501238
14066,Herrenfahrrad,568,15.09.2022,20,16.09.2022,13,5100104
14067,Kinderfahrrad,175,02.10.2022,18,03.10.2022,15,1401048
14068,Damenfahrrad,959,02.10.2022,14,03.10.2022,13,1401047
14069,Herrenfahrrad,1000,03.10.2022,15,03.10.2022,16,6400842
14070,Herrenfahrrad,450,02.10.2022,18,03.10.2022,11,3601142
14071,Herrenfahrrad,2000,03.10.2022,15,03.10.2022,17,1100206
14072,Damenfahrrad,565,03.10.2022,12,03.10.2022,18,5200629
14073,Fahrrad,499,25.09.2022,12,25.09.2022,12,1300730
